0;0;0
-1.8477173;4.0272827;8.591141
-2.373001;2.569931;9.522949
-1.07E-04;2.775589;4.2427826
-3.4859467;1.2471771;7.8359833
-10.808258;5.165268;14.848541
-27.591919;5.957077;0.7142334
13.6293335;-7.923477;11.800369
30.404343;-16.51358;16.639664
-37.697906;-5.4145813;5.112564
-4.389908;-6.3875885;9.028763
-3.7052307;-8.975952;0.98280334
-8.823868;-3.0975037;-6.0972595
-7.3759155;-10.977921;-6.0398254
-6.0907745;-10.195389;1.2342682
-4.2212067;-0.89234924;0.36361694
-13.656525;-7.8563538;1.5235901
-1.6000214;-9.675613;0.98864746
-2.366684;-17.55629;2.97052
-0.38072205;-2.3947754;0.026443481
1.4517212;-14.142532;5.8550873
4.270462;-8.001846;3.8288116
-2.72464;-10.969299;4.958481
2.6036377;-2.2618408;-0.9734802
1.5499878;-11.417816;3.1117096
9.19989;-9.607483;8.323715
-1.4883728;-7.393982;3.960968
2.808136;-2.067093;-2.4512482
-0.9637909;-1.0354462;1.5801544
-3.3207397;-8.9001465;5.324814
2.0826569;-10.630936;0.41461182
1.2688293;-8.544128;2.921753
0.085006714;-2.1710358;2.4003296
4.535721;-14.488907;10.2267
-3.540039;-29.351364;10.4800415
1.8971252;-33.806763;9.457886
-2.1284027;-1.429184;4.9158936
-2.4242096;-22.898361;10.508896
-1.9085846;-10.841263;3.3151703
-2.638214;0.42173767;-3.117096
-7.8024597;-25.949509;-2.5105896
6.1027527;-2.9907227;-5.1791077
0.77493286;-0.1363678;-1.0262146
-1.5029602;-6.3287354;2.3992615
-0.6655426;-9.28125;3.701294
-3.2286072;-18.507523;10.483231
-1.3445435;-3.4091034;3.122818
4.2626953;-8.660721;8.539703
-5.815979;-11.893539;6.4308624
-2.4029236;-3.8481293;-0.7748108
3.6986542;-23.068954;11.602707
-1.4008636;-19.058258;7.3398438
2.625;-8.983185;3.9612274
4.776718;-2.4403229;1.9675903
5.271698;-3.3623962;3.663391
11.058273;-13.951294;16.229156
-5.6886597;-3.3145447;0.5249481
-3.484146;-10.436096;1.1458893
-3.1711884;-10.016251;4.1904144
-0.99264526;-6.806671;0.90852356
-14.299103;-31.12387;16.063904
-5.9690094;-4.8760376;8.024628
2.3699493;-4.481018;-2.8578033
-9.275864;-39.074265;-6.0313263
2.4849854;-0.493515;0.9246521
-2.4032898;-8.318665;2.035141
-4.764221;-20.8889;1.9129791
-4.029831;-5.067383;5.9518127
1.4655609;-8.613052;9.556778
-0.45976257;5.27417;-4.415039
11.649185;-12.898331;6.8670654
-0.1341095;-5.1276855;-2.2138824
-0.77560425;-11.633713;1.729599
-5.147949;-10.11322;2.7904968
-1.6957092;-7.6095276;3.9690704
-0.53707886;-18.365448;11.38443
1.4890289;-5.951309;5.9266205
2.619995;-17.234146;5.0117493
-5.1355286;-5.374542;-1.4981079
-2.2740326;-25.3806;21.178925
-1.9954224;-1.6653137;-2.2062988
0.68411255;-5.613617;-1.243927
-2.973938;-25.120071;16.198822
2.8009949;-8.754532;2.1396027
-2.9684296;-5.845291;5.5556335
-0.90740967;-20.293823;5.5843506
0.8427429;-9.484177;4.086548
-5.565048;-13.450043;6.3853607
-1.5282898;-2.9746857;2.6165924
-11.050613;-1.3791656;-5.417404
-9.574387;-4.862274;8.362289
2.8966064;-5.3381042;-2.024063
0.24279785;-39.42723;-11.0937805
-2.1520233;-4.9630585;7.761627
5.9832;-9.04216;8.155106
6.953537;4.392685;3.6187897
8.240204;-4.6148224;6.244873
1.3935547;-31.62326;13.41008
-2.520401;-1.0018005;3.2732391
-1.3995361;-13.944733;1.971817
-0.48744202;-7.0743866;4.063263
1.8108673;-9.474884;1.8355865
-1.5289612;-13.789093;7.543045
-3.5657806;-10.815857;1.2427979
-0.8900299;-10.363235;2.378357
2.9351807;-10.732605;0.3156128
0.18789673;-7.897522;3.9822083
2.4533844;-4.650635;1.655304
-0.36994934;-10.450317;4.331909
2.5954895;-14.732315;5.3605194
-1.0912933;-16.843903;2.7490234
-0.25967407;-9.405457;3.1509857
-2.4033203;-9.372101;-0.68011475
-1.1953888;-9.6883545;0.6091156
-2.4552155;-14.672211;-1.3387909
-11.49054;-17.204178;-10.998688
-20.068253;-9.832733;-0.10643005
2.7475739;-5.0133514;1.240509
-0.3839264;-0.62664795;10.828857
0.5916443;1.5568085;8.648224
0.28826904;2.8510895;9.015884
